BuyerID,Mileage,AVGSalePrice,MMR,LIGHTG,LIGHTY,LIGHTR,PSI,Arbitrated,Salvage,OVE,Simulcast,InLane,PSIEligible,Autocheck_score,ConditionReport,DSEligible,Returned,CarAge,NumDistSeller,NumVisit,AVGPriceBuyerMonth,NumDaysBWBuys,NumPurchaseBuyer_Z,NumPurchaseBuyer_P3,NumPurchaseBuyer_SPQ,NumPurchaseBuyer_LOCAL,NumPurchaseBuyer_GAM,NumPurchaseBuyer_SQRT,NumPurchaseBuyer_SQ,NumPurchaseBuyer_LOG,DayOfWeekFriday,DayOfWeekMonday,DayOfWeekSaturday,DayOfWeekSunday,DayOfWeekThursday,DayOfWeekTuesday,DayOfWeekWednesday,SellingLocationAAA,SellingLocationAAAI,SellingLocationAAAW,SellingLocationALBA,SellingLocationALOH,SellingLocationAREN,SellingLocationAYCA,SellingLocationBAA,SellingLocationBCAA,SellingLocationBIGH,SellingLocationBWAE,SellingLocationCAAI,SellingLocationCADE,SellingLocationCINA,SellingLocationDAA,SellingLocationDAAE,SellingLocationDADE,SellingLocationDALA,SellingLocationDETA,SellingLocationDFWA,SellingLocationFAA,SellingLocationFAAO,SellingLocationFADA,SellingLocationGCAA,SellingLocationGOAA,SellingLocationHAA,SellingLocationHATA,SellingLocationINDY,SellingLocationJAX,SellingLocationKCAA,SellingLocationKEYA,SellingLocationLAA,SellingLocationLMAA,SellingLocationLOUA,SellingLocationMAA,SellingLocationMAAI,SellingLocationMISS,SellingLocationMMAA,SellingLocationNAA,SellingLocationNADE,SellingLocationNASH,SellingLocationNOAA,SellingLocationNSAA,SellingLocationNVAA,SellingLocationNWE,SellingLocationOAA,SellingLocationOMAA,SellingLocationPAA,SellingLocationPCAA,SellingLocationPXAA,SellingLocationRAA,SellingLocationRSAA,SellingLocationSAAA,SellingLocationSCAA,SellingLocationSDAA,SellingLocationSKYA,SellingLocationSLAA,SellingLocationSONB,SellingLocationSPAA,SellingLocationSSAA,SellingLocationSVAA,SellingLocationSWFL,SellingLocationTBAA,SellingLocationTCAA,SellingLocationTHAA,SellingLocationUAA,SellingLocationWPBA,CarMakeACURA,CarMakeAEROLITE,CarMakeAIRSTREAM,CarMakeALFA.ROMEO,CarMakeALJO,CarMakeALUMA,CarMakeAM.GENERAL,CarMakeAMERICAN.IRONHORSE,CarMakeAMERIMAX,CarMakeARCTIC.CAT,CarMakeASTON.MARTIN,CarMakeAUDI,CarMakeBAJA,CarMakeBASHAN,CarMakeBENTLEY,CarMakeBIG.DOG,CarMakeBITTER39,CarMakeBMW,CarMakeBUELL,CarMakeBUICK,CarMakeCADILLAC,CarMakeCAN.AM,CarMakeCARI.LITE,CarMakeCHEVROLET,CarMakeCHRYSLER,CarMakeCOACHMEN,CarMakeCOBRA,CarMakeCOUNTRY.COACH,CarMakeCROSSROA,CarMakeCRUISER,CarMakeCUSTOM,CarMakeDAEWOO,CarMakeDAMON,CarMakeDELOREAN,CarMakeDEMON,CarMakeDODGE,CarMakeDOLITTLE,CarMakeDUCATI,CarMakeDUTCHMEN,CarMakeDYNAMAX,CarMakeEAGLE,CarMakeECLIPSE,CarMakeEL.DORADO,CarMakeESSEX,CarMakeEXCEL,CarMakeFC.COMMER,CarMakeFERRARI,CarMakeFIAT,CarMakeFISKER,CarMakeFLEETWOOD,CarMakeFORD,CarMakeFORESTRIVER,CarMakeFOUR.WINDS,CarMakeFREEDOM,CarMakeFREIGHTLINER,CarMakeFURO,CarMakeGATOR,CarMakeGEMCAR,CarMakeGEO,CarMakeGEORGIE.BOY,CarMakeGMC,CarMakeGREAT.DANE,CarMakeGULFSTREAM,CarMakeHARLEY.DAVIDSON,CarMakeHAWK,CarMakeHEARTLAND,CarMakeHINMT,CarMakeHINO,CarMakeHOLIDAY.RAMBLER,CarMakeHONDA,CarMakeHUDSON,CarMakeHUMMER,CarMakeHYOSUNG,CarMakeHYUNDAI,CarMakeINFINITI,CarMakeINTERNATIONAL,CarMakeISUZU,CarMakeITACSA,CarMakeJAGUAR,CarMakeJAYCO,CarMakeJEEP,CarMakeJOHN.DEERE,CarMakeJOYNER,CarMakeKARAVAN,CarMakeKAUFMAN,CarMakeKAWASAKI,CarMakeKENWORTH,CarMakeKEYSTONE,CarMakeKIA,CarMakeKINGOFTHER,CarMakeKIT,CarMakeKWICK.LD,CarMakeKZ,CarMakeLAMAR,CarMakeLAMBORGHINI,CarMakeLAND.ROVER,CarMakeLEXUS,CarMakeLINCOLN,CarMakeLOTUS,CarMakeLUMBIA,CarMakeMASERATI,CarMakeMAYBACH,CarMakeMAZDA,CarMakeMCI,CarMakeMERCEDES.BENZ,CarMakeMERCURY,CarMakeMILLER.BUI,CarMakeMINI,CarMakeMITSUBISHI,CarMakeMONACO,CarMakeMONTEREY,CarMakeMULTI,CarMakeNEWHORIZON,CarMakeNISSAN,CarMakeNTERNAT,CarMakeNU.WAY,CarMakeNUVAN,CarMakeOLDSMOBILE,CarMakeOPEN.RANGE,CarMakeORANGEBLO,CarMakeOSHKOSH,CarMakeOT.HARLEY,CarMakeOYAL,CarMakePACE.AMERCIAN,CarMakePANOZ,CarMakePETERBILT,CarMakePGMFG,CarMakePINES,CarMakePIONEER,CarMakePLEASURE.WAY,CarMakePLYMOUTH,CarMakePOLARIS,CarMakePONTIAC,CarMakePORSCHE,CarMakePRESTIGE,CarMakeRAM,CarMakeRENEGADE,CarMakeRIVERSIDE,CarMakeROLLS.ROYCE,CarMakeROYAL.ENT,CarMakeSAAB,CarMakeSAFARI,CarMakeSATURN,CarMakeSCION,CarMakeSETRA,CarMakeSMART,CarMakeSPENCER.BOWMAN,CarMakeSTERLING,CarMakeSUBARU,CarMakeSUNNYBROOK,CarMakeSUZUKI,CarMakeTAO.TAO,CarMakeTERRY,CarMakeTHOR,CarMakeTIFFIN,CarMakeTITAN,CarMakeTOYOTA,CarMakeTRAILER,CarMakeTRAILMASTER,CarMakeTRANSHAUL,CarMakeTRAVEL.SUPREME,CarMakeUNITED.SPC,CarMakeUNKNOWN,CarMakeUTILITY.T,CarMakeVICTORY,CarMakeVIKING,CarMakeVOLKSWAGEN,CarMakeVOLVO,CarMakeWABASH.NATIONAL,CarMakeWINNEBAGO,CarMakeWORK.HORSE,CarMakeXKYMCO,CarMakeXMILES,CarMakeXSCOTER,CarMakeXWCCXX,CarMakeXZNEN,CarMakeYAMAHA,JDPowersCatCOMPACT.CAR,JDPowersCatEXCLUDED,JDPowersCatFULLSIZE.CAR,JDPowersCatLUXURY.CAR,JDPowersCatMIDSIZE.CAR,JDPowersCatPICKUP,JDPowersCatSPORTS.CAR,JDPowersCatSUV,JDPowersCatUNDEFINED,JDPowersCatVAN,Risky
128423,30181.07143,15832.14286,15928.57143,0.25,0,0.75,0,0,0,0,0.071428571,0.214285714,0.25,1.518253977,31.39285714,1,NA,3.321428571,28,28,15832.14286,0.142857143,0.243814898,0.265826673,0.313529447,0.309590605,0.258758463,0.26264309,0.253547991,0.298830634,0.107142857,0.071428571,0,0,0,0.5,0.321428571,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0.321428571,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.321428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321428571,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0.392857143,0.035714286,0.071428571,0.321428571,0,0.107142857,0
128451,35711.4,14691.66667,14056.66667,0.066666667,0,0.933333333,0.016666667,0.066666667,0,0.266666667,0,0.033333333,0.066666667,2.379500367,32.5,1,NA,4.266666667,60,60,14691.66667,-0.833333333,0.242863972,0.261479434,0.285818155,0.284964157,0.255692613,0.256565085,0.251519257,0.273173225,0,0.85,0,0,0.033333333,0.116666667,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.016666667,0.016666667,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216666667,0,0,0,0.416666667,0.016666667,0,0.3,0,0.05,0
128673,73962.24,13396,12459,0.12,0.12,0.76,0.36,0.24,0.08,0,0.04,0.28,0.24,-0.223413072,29.48,0.92,NA,5.68,25,25,13396,-4.2,0.243904048,0.266239667,0.315814112,0.312641659,0.259046089,0.263364939,0.253738927,0.302645838,0.04,0.08,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.16,0.12,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.04,0.24,0.28,0,0.36,0,0,1
129057,145475.9474,3252.631579,4680.263158,0.052631579,0.052631579,0.894736842,0,0,0.052631579,0,0,0.210526316,0.052631579,0.232816815,29.26315789,0.947368421,NA,10.31578947,19,19,3252.631579,0,0.244082346,0.267068467,0.320141179,0.318774348,0.259621373,0.264952502,0.254121183,0.311884742,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0.105263158,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0.052631579,0.105263158,0.263157895,0.052631579,0,0.315789474,0,0.105263158,1
129061,106231.082,7986.065574,7786.065574,0.286885246,0.016393443,0.696721311,0,0.06557377,0.008196721,0,0,0.43442623,0.204918033,0.632760771,27.41803279,0.983606557,NA,7.909836066,122,122,7986.065574,-1.43442623,0.241021552,0.2533552,0.235397122,0.244759442,0.249793366,0.248394774,0.247629813,0.249282,0,0,0,0,0.926229508,0.008196721,0.06557377,0,0,0,0,0,0,0,0,0,0,0,0.991803279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0.049180328,0,0,0.155737705,0.073770492,0,0,0,0,0,0,0,0,0,0,0.172131148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12295082,0,0,0,0,0,0,0,0,0,0.06557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0,0,0.008196721,0,0,0,0,0.032786885,0,0,0.016393443,0,0,0.008196721,0,0,0,0,0.139344262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0.008196721,0,0,0,0,0.008196721,0,0,0,0,0,0.073770492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073770492,0,0,0.06557377,0.319672131,0.155737705,0.008196721,0.278688525,0,0.098360656,1
129096,146953.1111,2661.111111,2193.055556,0,0.444444444,0.555555556,0,0.055555556,0,0,0,0.444444444,0,1.332262807,28,1,NA,13.55555556,18,18,2661.111111,-8.166666667,0.244112063,0.267206965,0.320828387,0.319888853,0.259717257,0.265240393,0.254184941,0.313704912,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0.055555556,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0.111111111,0.166666667,0.055555556,0.055555556,0.277777778,0,0.111111111,0
129119,50035.37415,15261.15918,15372.31293,0.198639456,0.028571429,0.772789116,0.357823129,0.08707483,0.002721088,0.189115646,0.016326531,0.183673469,0.221768707,1.265051931,30.19319728,0.995918367,NA,5.567346939,735,735,15261.15918,0.194557823,0.222805368,0.192455593,0.204483301,0.243503045,0.204915579,0.208611619,0.212101575,0.188824813,0.062585034,0.131972789,0.001360544,0.001360544,0.253061224,0.297959184,0.25170068,0.038095238,0.004081633,0.005442177,0,0,0.004081633,0,0.005442177,0,0,0.006802721,0.002721088,0.004081633,0.002721088,0,0.001360544,0.001360544,0.004081633,0.102040816,0,0.006802721,0.02585034,0,0.005442177,0.004081633,0.001360544,0.006802721,0,0,0,0.058503401,0.001360544,0.00952381,0.002721088,0.103401361,0.001360544,0.002721088,0.002721088,0.021768707,0.047619048,0.104761905,0.002721088,0.001360544,0.002721088,0.001360544,0.325170068,0,0,0,0.001360544,0.001360544,0.023129252,0.001360544,0,0,0.014965986,0,0,0.001360544,0,0.006802721,0.002721088,0.00952381,0,0.008163265,0,0.006802721,0.00952381,0,0,0,0,0,0,0,0,0,0,0.020408163,0,0,0,0,0,0.055782313,0,0.004081633,0.008163265,0,0,0.097959184,0.027210884,0,0,0,0,0,0,0,0,0,0,0.038095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157823129,0,0,0,0,0,0,0,0,0,0.012244898,0,0,0,0,0,0,0,0,0.046258503,0,0,0,0.017687075,0.029931973,0,0,0,0.001360544,0,0.029931973,0,0,0,0,0,0,0,0.012244898,0,0,0,0,0,0,0.004081633,0.023129252,0.014965986,0,0,0,0,0.02585034,0,0.063945578,0.006802721,0,0.001360544,0.005442177,0,0,0,0,0.119727891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001360544,0,0,0.005442177,0,0,0,0,0.001360544,0,0.001360544,0.004081633,0,0,0,0,0.004081633,0,0.001360544,0,0,0,0,0,0.115646259,0,0,0,0,0,0,0,0,0,0.02585034,0.005442177,0,0,0,0,0,0,0,0,0,0.14829932,0,0.002721088,0.206802721,0.247619048,0.07755102,0.021768707,0.244897959,0,0.050340136,0
129168,131602.1667,6458.974359,6056.730769,0.307692308,0.08974359,0.602564103,0.051282051,0.102564103,0,0,0,0.538461538,0.166666667,0.844520481,30.5,0.987179487,NA,8.487179487,78,78,6458.974359,1.615384615,0.242329076,0.259080454,0.269293824,0.276703101,0.253971854,0.253876326,0.250384461,0.264340744,0,0.384615385,0,0,0.461538462,0.153846154,0,0,0,0,0,0,0,0.397435897,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0.294871795,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0.012820513,0.064102564,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.08974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0.128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0,0.025641026,0,0,0.025641026,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064102564,0,0,0,0,0,0,0,0,0,0.064102564,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0.012820513,0.064102564,0.346153846,0.128205128,0.012820513,0.333333333,0,0.025641026,1
129336,130235.9714,10222.85714,9130.714286,0.085714286,0,0.914285714,0.057142857,0.114285714,0.028571429,0,0,0.2,0.085714286,1.06930811,28.88571429,0.942857143,NA,9.571428571,35,35,10222.85714,-4.6,0.243606883,0.264866658,0.30792557,0.302068728,0.25808741,0.261096445,0.253102967,0.291318516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0.085714286,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0.028571429,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0.028571429,0,0.457142857,0,0.457142857,0,0.028571429,1
129714,116592.5738,5754.081967,5485.655738,0.278688525,0.06557377,0.655737705,0.295081967,0.147540984,0.032786885,0,0.06557377,0.491803279,0.245901639,0.736799877,26.83606557,0.901639344,NA,12.49180328,61,61,5754.081967,-0.114754098,0.242834255,0.261345285,0.284897267,0.284622204,0.255596916,0.2564059,0.251456093,0.272616767,0.049180328,0.06557377,0,0,0.639344262,0.213114754,0.032786885,0,0,0,0,0,0,0.081967213,0,0,0,0,0.62295082,0,0,0,0,0,0,0,0,0,0.016393443,0,0,0.016393443,0,0,0,0,0,0,0,0.06557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196721311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0,0,0,0,0,0.163934426,0,0.016393443,0.032786885,0,0,0.098360656,0.081967213,0,0,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081967213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0,0.016393443,0,0,0.016393443,0,0,0,0.06557377,0,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0.032786885,0,0,0,0,0,0,0.114754098,0,0,0,0,0,0,0,0,0.032786885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049180328,0,0,0,0,0,0,0,0,0,0.049180328,0.016393443,0,0,0,0,0,0,0,0,0,0.06557377,0,0.016393443,0.442622951,0.163934426,0.06557377,0.032786885,0.163934426,0,0.049180328,1
129747,133028.9286,5332.142857,4370.535714,0.392857143,0.107142857,0.5,0.535714286,0,0,0,0,0.857142857,0.214285714,0.752972386,28.85714286,1,NA,11.28571429,28,28,5332.142857,0.928571429,0.243814898,0.265826673,0.313529447,0.309590605,0.258758463,0.26264309,0.253547991,0.298830634,0,0,0,0,0.642857143,0.285714286,0.071428571,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392857143,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.392857143,0,0.535714286,0,0.035714286,0
130035,113315.4963,7948.703704,6433.518519,0.637037037,0.02962963,0.333333333,0.651851852,0.059259259,0,0,0,0.740740741,0.466666667,1.001240064,27.08148148,0.985185185,NA,10.62962963,135,135,7948.703704,1.4,0.240635238,0.251701045,0.228619392,0.234896382,0.248570622,0.246974392,0.246821181,0.245873298,0,0.244444444,0,0,0.533333333,0.222222222,0,0.007407407,0,0,0,0,0,0.244444444,0,0,0,0,0.525925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0.014814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02962963,0,0.007407407,0.051851852,0,0,0.244444444,0.02962963,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0.059259259,0,0,0,0,0,0,0,0,0.014814815,0,0.007407407,0,0,0.007407407,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0.007407407,0,0,0,0,0,0,0,0.014814815,0.014814815,0,0,0,0,0.007407407,0,0.007407407,0.02962963,0,0,0.007407407,0,0,0,0,0.037037037,0,0,0,0.007407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0.022222222,0.096296296,0.192592593,0.155555556,0.059259259,0.385185185,0,0.022222222,0
130056,117374.6615,5777.179487,5892.692308,0.138461538,0.153846154,0.707692308,0.041025641,0.035897436,0.005128205,0,0.035897436,0.528205128,0.174358974,0.534722985,28.55384615,0.984615385,NA,9.697435897,195,195,5777.179487,0.692307692,0.238852251,0.244284438,0.213633913,0.22376423,0.243033301,0.241166735,0.243120021,0.23349386,0.005128205,0.01025641,0,0,0.482051282,0.343589744,0.158974359,0.282051282,0,0.184615385,0,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0.051282051,0,0,0,0.117948718,0,0,0.097435897,0.015384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020512821,0.005128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01025641,0,0.01025641,0.01025641,0,0,0.2,0.071794872,0,0,0,0,0,0,0,0,0,0,0.082051282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128205,0,0,0,0,0,0,0,0,0,0.035897436,0,0,0,0,0,0,0,0,0.041025641,0,0,0,0.025641026,0.005128205,0,0,0,0,0,0.041025641,0,0,0,0,0,0,0,0.020512821,0,0,0,0,0,0,0,0.005128205,0.01025641,0,0,0,0,0.025641026,0,0.005128205,0.035897436,0,0,0,0,0,0,0,0.051282051,0,0,0,0.01025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030769231,0,0,0,0,0,0,0,0.01025641,0,0.01025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020512821,0,0,0,0,0,0,0,0,0,0.005128205,0.015384615,0,0,0,0,0,0,0,0,0,0.133333333,0.005128205,0.025641026,0.056410256,0.205128205,0.158974359,0.051282051,0.343589744,0,0.020512821,0
